num_runs,nis_mean,nis_variance,log_mean_component,log_variance_component,cnis,dof
9400,35.9287,71.7265,-0.00198358,-0.00380621,0.00578979,36
9450,35.9374,71.968,-0.00174085,-0.000444808,0.00218566,36
9500,35.9371,71.913,-0.00174994,-0.00120866,0.0029586,36
9550,35.9437,72.0328,-0.0015642,0.00045522,0.00201943,36
9600,35.9508,72.0831,-0.00136648,0.0011532,0.00251968,36
9650,35.955,72.2459,-0.0012505,0.00340911,0.00465961,36
9700,35.9651,72.1924,-0.000969218,0.00266829,0.00363751,36
9750,35.9747,72.1888,-0.000703007,0.00261908,0.00332208,36
9800,35.9785,72.1746,-0.000597394,0.00242188,0.00301927,36
9850,35.9828,72.1416,-0.000478339,0.00196413,0.00244247,36
9900,35.9877,72.1632,-0.000342374,0.00226402,0.00260639,36
9950,35.9856,72.0817,-0.000401005,0.00113372,0.00153472,36
10000,35.9753,72.0743,-0.000685549,0.00103142,0.00171697,36
10050,35.9818,72.0524,-0.000504861,0.000727268,0.00123213,36
10100,35.9802,72.15,-0.000548814,0.00208142,0.00263023,36
10150,35.9712,72.0581,-0.000799368,0.000806835,0.0016062,36
10200,35.9763,72.0573,-0.000658313,0.000795633,0.00145395,36
10250,35.9722,72.0694,-0.000772721,0.000964,0.00173672,36
10300,35.9701,72.1424,-0.000832027,0.001976,0.00280803,36
10350,35.9709,72.084,-0.00080983,0.00116593,0.00197576,36
10400,35.9684,71.9324,-0.00087924,-0.000939051,0.00181829,36
10450,35.9656,71.9178,-0.000956453,-0.00114288,0.00209933,36
10500,35.9695,71.9045,-0.000847825,-0.00132765,0.00217548,36
10550,35.9732,71.9468,-0.000744091,-0.000739393,0.00148348,36
10600,35.962,72.0014,-0.00105508,1.96094e-05,0.00107469,36
10650,35.9541,72.0901,-0.00127549,0.00125107,0.00252656,36
10700,35.958,72.0601,-0.0011664,0.000834109,0.00200051,36
10750,35.9667,72.2989,-0.00092681,0.00414249,0.0050693,36
10800,35.9685,72.2329,-0.000874205,0.00322982,0.00410402,36
10850,35.9812,72.382,-0.000522459,0.00529181,0.00581427,36
10900,35.98,72.3403,-0.0005546,0.00471566,0.00527026,36
10950,35.9802,72.2544,-0.000550074,0.00352655,0.00407662,36
11000,35.9773,72.2193,-0.000631525,0.00304122,0.00367274,36
11050,35.9742,72.3872,-0.000716879,0.00536316,0.00608004,36
11100,35.9727,72.372,-0.000759059,0.00515297,0.00591203,36
11150,35.9674,72.3024,-0.000905653,0.00419093,0.00509658,36
11200,35.9665,72.2794,-0.000931292,0.00387254,0.00480383,36
11250,35.9638,72.266,-0.00100695,0.00368824,0.00469519,36
11300,35.9624,72.2282,-0.00104408,0.00316386,0.00420793,36
11350,35.9669,72.0619,-0.000918667,0.000858934,0.0017776,36
11400,35.9705,71.977,-0.000819299,-0.000319284,0.00113858,36
11450,35.9688,71.8963,-0.000868156,-0.00144159,0.00230974,36
11500,35.9636,71.8756,-0.00101196,-0.001729,0.00274096,36
11550,35.9676,72.0316,-0.000901792,0.000439074,0.00134087,36
11600,35.973,72.1124,-0.000749019,0.00155945,0.00230847,36
